"id";"temperature";"humidity";"weight";"smoke";"created_at";"active";"rack_id"
102;21.222;64.434;81.1;1.0;"2023-07-12 13:31:28";1;3
103;21.544;70.881;78.61;1.0;"2023-07-12 13:31:28";1;4
104;20.94;58.8;80.846;1.0;"2023-07-12 13:31:28";1;5
105;20.811;56.224;80.73;1.0;"2023-07-12 13:31:28";1;6
106;20.053;41.052;80.047;1.0;"2023-07-12 13:37:55";1;1
107;20.908;58.157;80.817;1.0;"2023-07-12 13:37:55";1;2
108;21.179;63.571;78.939;1.0;"2023-07-12 13:37:55";1;3
109;20.616;52.324;79.445;1.0;"2023-07-12 13:37:55";1;4
110;20.046;40.917;80.041;1.0;"2023-07-12 13:37:55";1;5
111;21.732;74.642;81.559;1.0;"2023-07-12 13:37:55";1;6
112;20.162;43.239;80.146;1.0;"2023-07-12 13:38:00";1;1
113;20.453;49.052;80.407;1.0;"2023-07-12 13:38:00";1;2
114;20.073;41.469;80.066;1.0;"2023-07-12 13:38:00";1;3
115;21.877;77.541;78.311;1.0;"2023-07-12 13:38:00";1;4
116;21.467;69.349;78.679;1.0;"2023-07-12 13:38:00";1;5
117;21.463;69.258;78.683;1.0;"2023-07-12 13:38:00";1;6
118;21.696;73.925;81.527;1.0;"2023-07-12 13:38:05";1;1
119;20.785;55.69;79.294;1.0;"2023-07-12 13:38:05";1;2
120;20.377;47.538;79.661;1.0;"2023-07-12 13:38:05";1;3
121;21.604;72.078;81.443;1.0;"2023-07-12 13:38:05";1;4
122;21.528;70.564;78.625;1.0;"2023-07-12 13:38:05";1;5
123;20.823;56.46;80.741;1.0;"2023-07-12 13:38:05";1;6
124;21.122;62.445;78.99;1.0;"2023-07-12 13:38:10";1;1
125;20.808;56.158;80.727;1.0;"2023-07-12 13:38:10";1;2
126;21.996;79.912;78.204;1.0;"2023-07-12 13:38:10";1;3
127;21.08;61.596;79.028;1.0;"2023-07-12 13:38:10";1;4
128;20.448;48.969;80.404;1.0;"2023-07-12 13:38:10";1;5
129;20.84;56.809;80.756;1.0;"2023-07-12 13:38:10";1;6
130;21.414;68.273;78.728;1.0;"2023-07-12 13:42:22";1;1
131;21.3;66.01;81.17;1.0;"2023-07-12 13:42:22";1;2
132;20.463;49.254;80.416;1.0;"2023-07-12 13:42:22";1;3
133;20.436;48.724;80.393;1.0;"2023-07-12 13:42:22";1;4
134;21.988;79.755;78.211;1.0;"2023-07-12 13:42:22";1;5
135;20.891;57.829;80.802;1.0;"2023-07-12 13:42:22";1;6
136;20.568;51.365;80.511;1.0;"2023-07-12 13:42:27";1;1
137;21.711;74.225;81.54;1.0;"2023-07-12 13:42:27";1;2
138;21.812;76.249;78.369;1.0;"2023-07-12 13:42:27";1;3
139;20.39;47.81;79.649;1.0;"2023-07-12 13:42:27";1;4
140;20.621;52.413;79.441;1.0;"2023-07-12 13:42:27";1;5
141;20.165;43.308;80.149;1.0;"2023-07-12 13:42:27";1;6
142;20.982;59.64;80.884;1.0;"2023-07-12 13:42:32";1;1
143;20.279;45.581;79.749;1.0;"2023-07-12 13:42:32";1;2
144;20.041;40.81;80.036;1.0;"2023-07-12 13:42:32";1;3
145;20.021;40.41;80.018;1.0;"2023-07-12 13:42:32";1;4
146;20.281;45.619;79.747;1.0;"2023-07-12 13:42:32";1;5
147;20.806;56.13;80.726;1.0;"2023-07-12 13:42:32";1;6
148;20.499;49.984;80.449;1.0;"2023-07-12 19:39:48";1;1
149;21.14;62.805;78.974;1.0;"2023-07-12 19:39:48";1;2
150;21.638;72.752;81.474;1.0;"2023-07-12 19:39:48";1;3
151;21.566;71.323;78.59;1.0;"2023-07-12 19:39:48";1;4
152;20.547;50.946;80.493;1.0;"2023-07-12 19:39:48";1;5
153;20.328;46.566;79.705;1.0;"2023-07-12 19:39:48";1;6
154;21.897;77.949;78.292;1.0;"2023-07-12 19:39:53";1;1
155;21.687;73.746;81.519;1.0;"2023-07-12 19:39:53";1;2
156;21.422;68.442;78.72;1.0;"2023-07-12 19:39:53";1;3
157;21.854;77.078;78.332;1.0;"2023-07-12 19:39:53";1;4
158;20.245;44.898;79.78;1.0;"2023-07-12 19:39:53";1;5
159;20.215;44.306;79.806;1.0;"2023-07-12 19:39:53";1;6
160;20.779;55.58;79.299;1.0;"2023-07-12 19:39:58";1;1
161;21.188;63.763;78.931;1.0;"2023-07-12 19:39:58";1;2
162;21.634;72.684;81.471;1.0;"2023-07-12 19:39:58";1;3
163;21.369;67.382;81.232;1.0;"2023-07-12 19:39:58";1;4
164;21.568;71.367;78.588;1.0;"2023-07-12 19:39:58";1;5
165;20.107;42.148;80.097;1.0;"2023-07-12 19:39:58";1;6
166;21.819;76.378;78.363;1.0;"2023-07-12 19:40:03";1;1
167;21.702;74.039;81.532;1.0;"2023-07-12 19:40:03";1;2
168;20.306;46.125;79.724;1.0;"2023-07-12 19:40:03";1;3
169;21.531;70.63;78.622;1.0;"2023-07-12 19:40:03";1;4
170;20.011;40.225;80.01;1.0;"2023-07-12 19:40:03";1;5
171;21.055;61.09;79.051;1.0;"2023-07-12 19:40:03";1;6
172;21.434;68.674;78.71;1.0;"2023-07-12 19:40:08";1;1
173;20.178;43.562;80.16;1.0;"2023-07-12 19:40:08";1;2
174;21.129;62.586;78.984;1.0;"2023-07-12 19:40:08";1;3
175;21.76;75.198;81.584;1.0;"2023-07-12 19:40:08";1;4
176;21.753;75.059;81.578;1.0;"2023-07-12 19:40:08";1;5
177;21.19;63.791;78.929;1.0;"2023-07-12 19:40:08";1;6
178;21.904;78.082;78.286;1.0;"2023-07-12 19:40:13";1;1
179;21.506;70.12;78.645;1.0;"2023-07-12 19:40:13";1;2
180;20.369;47.389;79.667;1.0;"2023-07-12 19:40:13";1;3
181;20.926;58.512;80.833;1.0;"2023-07-12 19:40:13";1;4
182;21.645;72.903;81.481;1.0;"2023-07-12 19:40:13";1;5
183;20.136;42.713;80.122;1.0;"2023-07-12 19:40:13";1;6
184;20.837;56.748;80.754;1.0;"2023-07-12 19:40:18";1;1
185;21.193;63.868;78.926;1.0;"2023-07-12 19:40:18";1;2
186;20.467;49.345;80.421;1.0;"2023-07-12 19:40:18";1;3
187;20.292;45.843;79.737;1.0;"2023-07-12 19:40:18";1;4
188;20.401;48.015;80.361;1.0;"2023-07-12 19:40:18";1;5
189;20.897;57.933;80.807;1.0;"2023-07-12 19:40:18";1;6
190;21.296;65.924;81.167;1.0;"2023-07-12 19:40:23";1;1
191;21.573;71.463;78.584;1.0;"2023-07-12 19:40:23";1;2
192;20.29;45.798;79.739;1.0;"2023-07-12 19:40:23";1;3
193;20.67;53.394;79.397;1.0;"2023-07-12 19:40:23";1;4
194;20.75;55.005;79.325;1.0;"2023-07-12 19:40:23";1;5
195;20.423;48.458;80.381;1.0;"2023-07-12 19:40:23";1;6
196;20.892;57.837;80.803;1.0;"2023-07-12 19:42:17";1;1
197;21.246;64.921;81.121;1.0;"2023-07-12 19:42:17";1;2
198;20.329;46.577;79.704;1.0;"2023-07-12 19:42:17";1;3
199;21.708;74.163;81.537;1.0;"2023-07-12 19:42:17";1;4
200;20.615;52.298;79.447;1.0;"2023-07-12 19:42:17";1;5
201;21.943;78.861;78.251;1.0;"2023-07-12 19:42:17";1;6
202;20.894;57.884;80.805;1.0;"2023-07-12 19:42:22";1;1
203;21.272;65.448;81.145;1.0;"2023-07-12 19:42:22";1;2
204;20.338;46.751;79.696;1.0;"2023-07-12 19:42:22";1;3
205;20.538;50.766;80.484;1.0;"2023-07-12 19:42:22";1;4
206;20.353;47.066;79.682;1.0;"2023-07-12 19:42:22";1;5
207;20.609;52.185;79.452;1.0;"2023-07-12 19:42:22";1;6
208;21.043;60.861;79.061;1.0;"2023-07-12 19:42:27";1;1
209;20.82;56.409;80.738;1.0;"2023-07-12 19:42:27";1;2
210;21.815;76.292;78.367;1.0;"2023-07-12 19:42:27";1;3
211;21.2;64.009;81.08;1.0;"2023-07-12 19:42:27";1;4
212;20.66;53.191;79.406;1.0;"2023-07-12 19:42:27";1;5
213;21.026;60.523;79.076;1.0;"2023-07-12 19:42:27";1;6
214;20.937;58.746;80.844;1.0;"2023-07-12 19:42:32";1;1
215;20.709;54.189;79.362;1.0;"2023-07-12 19:42:32";1;2
216;20.456;49.118;80.41;1.0;"2023-07-12 19:42:32";1;3
217;21.703;74.064;81.533;1.0;"2023-07-12 19:42:32";1;4
218;21.251;65.014;81.126;1.0;"2023-07-12 19:42:32";1;5
219;21.387;67.737;81.248;1.0;"2023-07-12 19:42:32";1;6
220;21.68;73.593;81.512;1.0;"2023-07-12 19:42:37";1;1
221;20.84;56.8;80.756;1.0;"2023-07-12 19:42:37";1;2
222;20.599;51.983;80.539;1.0;"2023-07-12 19:42:37";1;3
223;20.007;40.135;80.006;1.0;"2023-07-12 19:42:38";1;4
224;21.339;66.779;81.205;1.0;"2023-07-12 19:42:38";1;5
225;21.421;68.422;78.721;1.0;"2023-07-12 19:42:38";1;6
226;21.258;65.151;81.132;1.0;"2023-07-12 19:43:22";1;1
227;21.642;72.84;81.478;1.0;"2023-07-12 19:43:22";1;2
228;21.676;73.523;81.509;1.0;"2023-07-12 19:43:22";1;3
229;20.698;53.962;79.372;1.0;"2023-07-12 19:43:22";1;4
230;21.234;64.688;81.111;1.0;"2023-07-12 19:43:22";1;5
231;21.16;63.209;78.956;1.0;"2023-07-12 19:43:22";1;6
232;20.94;58.806;80.846;1.0;"2023-07-12 19:43:27";1;1
233;21.387;67.731;81.248;1.0;"2023-07-12 19:43:27";1;2
234;20.705;54.101;79.365;1.0;"2023-07-12 19:43:27";1;3
235;21.459;69.182;78.687;1.0;"2023-07-12 19:43:27";1;4
236;20.396;47.915;79.644;1.0;"2023-07-12 19:43:27";1;5
237;21.312;66.249;81.181;1.0;"2023-07-12 19:43:27";1;6
238;20.915;58.29;80.823;1.0;"2023-07-12 19:43:32";1;1
239;20.313;46.252;79.719;1.0;"2023-07-12 19:43:32";1;2
240;21.718;74.354;81.546;1.0;"2023-07-12 19:43:32";1;3
241;20.306;46.127;79.724;1.0;"2023-07-12 19:43:32";1;4
242;21.863;77.27;78.323;1.0;"2023-07-12 19:43:32";1;5
243;20.528;50.566;80.475;1.0;"2023-07-12 19:43:32";1;6
244;20.476;49.514;80.428;1.0;"2023-07-12 19:43:37";1;1
245;21.302;66.037;81.172;1.0;"2023-07-12 19:43:37";1;2
246;20.191;43.812;80.172;1.0;"2023-07-12 19:43:37";1;3
247;20.331;46.617;79.702;1.0;"2023-07-12 19:43:37";1;4
248;21.1;61.991;79.01;1.0;"2023-07-12 19:43:37";1;5
249;20.435;48.71;80.392;1.0;"2023-07-12 19:43:37";1;6
250;20.418;48.365;80.376;1.0;"2023-07-12 19:44:16";1;1
251;20.745;54.896;79.33;1.0;"2023-07-12 19:44:16";1;2
252;21.683;73.661;81.515;1.0;"2023-07-12 19:44:16";1;3
253;20.532;50.641;80.479;1.0;"2023-07-12 19:44:16";1;4
254;20.964;59.273;80.867;1.0;"2023-07-12 19:44:16";1;5
255;21.485;69.708;78.663;1.0;"2023-07-12 19:44:16";1;6
256;21.966;79.311;78.231;1.0;"2023-07-12 19:44:21";1;1
257;20.259;45.19;79.766;1.0;"2023-07-12 19:44:21";1;2
258;20.655;53.106;79.41;1.0;"2023-07-12 19:44:21";1;3
259;20.016;40.329;80.015;1.0;"2023-07-12 19:44:21";1;4
260;21.512;70.249;78.639;1.0;"2023-07-12 19:44:21";1;5
261;20.152;43.035;80.137;1.0;"2023-07-12 19:44:21";1;6
262;21.889;77.79;78.299;1.0;"2023-07-12 19:44:26";1;1
263;20.67;53.396;79.397;1.0;"2023-07-12 19:44:26";1;2
264;21.591;71.823;78.568;1.0;"2023-07-12 19:44:26";1;3
265;21.922;78.445;78.27;1.0;"2023-07-12 19:44:26";1;4
266;20.917;58.339;80.825;1.0;"2023-07-12 19:44:26";1;5
267;21.105;62.103;79.005;1.0;"2023-07-12 19:44:26";1;6
268;20.285;45.696;79.744;1.0;"2023-07-12 19:44:31";1;1
269;20.912;58.241;80.821;1.0;"2023-07-12 19:44:31";1;2
270;20.843;56.864;80.759;1.0;"2023-07-12 19:44:31";1;3
271;20.525;50.51;80.473;1.0;"2023-07-12 19:44:31";1;4
272;20.2;43.993;80.18;1.0;"2023-07-12 19:44:31";1;5
273;20.175;43.508;80.158;1.0;"2023-07-12 19:44:31";1;6
274;20.205;44.094;79.816;1.0;"2023-07-12 19:44:36";1;1
275;20.713;54.261;79.358;1.0;"2023-07-12 19:44:36";1;2
276;21.866;77.328;78.32;1.0;"2023-07-12 19:44:36";1;3
277;21.476;69.524;78.671;1.0;"2023-07-12 19:44:36";1;4
278;20.975;59.498;80.877;1.0;"2023-07-12 19:44:36";1;5
279;20.654;53.072;79.412;1.0;"2023-07-12 19:44:36";1;6
280;21.989;79.779;78.21;1.0;"2023-07-12 19:44:41";1;1
281;21.117;62.347;78.994;1.0;"2023-07-12 19:44:41";1;2
282;21.623;72.453;81.46;1.0;"2023-07-12 19:44:41";1;3
283;20.067;41.339;80.06;1.0;"2023-07-12 19:44:41";1;4
284;20.779;55.586;79.299;1.0;"2023-07-12 19:44:41";1;5
285;21.222;64.436;81.1;1.0;"2023-07-12 19:44:41";1;6
286;20.206;44.112;79.815;1.0;"2023-07-12 19:45:15";1;1
287;20.957;59.144;80.861;1.0;"2023-07-12 19:45:15";1;2
288;21.205;64.091;81.084;1.0;"2023-07-12 19:45:15";1;3
289;21.426;68.527;78.716;1.0;"2023-07-12 19:45:15";1;4
290;20.787;55.744;79.292;1.0;"2023-07-12 19:45:15";1;5
291;20.511;50.225;80.46;1.0;"2023-07-12 19:45:15";1;6
292;20.66;53.202;79.406;1.0;"2023-07-12 19:45:20";1;1
293;21.855;77.103;78.33;1.0;"2023-07-12 19:45:20";1;2
294;20.734;54.678;79.34;1.0;"2023-07-12 19:45:20";1;3
295;20.754;55.077;79.322;1.0;"2023-07-12 19:45:20";1;4
296;20.918;58.369;80.827;1.0;"2023-07-12 19:45:20";1;5
297;21.079;61.578;79.029;1.0;"2023-07-12 19:45:20";1;6
298;20.588;51.759;80.529;1.0;"2023-07-12 19:45:25";1;1
299;21.951;79.021;78.244;1.0;"2023-07-12 19:45:25";1;2
300;21.553;71.061;78.602;1.0;"2023-07-12 19:45:25";1;3
301;21.374;67.478;81.237;1.0;"2023-07-12 19:45:25";1;4
302;20.44;48.81;80.396;1.0;"2023-07-12 19:45:25";1;5
303;21.659;73.186;81.493;1.0;"2023-07-12 19:45:25";1;6
304;21.649;72.971;81.484;1.0;"2023-07-12 19:45:30";1;1
305;21.905;78.102;78.285;1.0;"2023-07-12 19:45:30";1;2
306;21.905;78.108;78.285;1.0;"2023-07-12 19:45:30";1;3
307;21.221;64.423;81.099;1.0;"2023-07-12 19:45:30";1;4
308;21.731;74.61;81.557;1.0;"2023-07-12 19:45:30";1;5
309;20.148;42.966;80.133;1.0;"2023-07-12 19:45:30";1;6
310;20.803;56.067;80.723;1.0;"2023-07-12 19:45:35";1;1
311;21.807;76.138;78.374;1.0;"2023-07-12 19:45:35";1;2
312;20.931;58.621;80.838;1.0;"2023-07-12 19:45:35";1;3
313;20.823;56.469;80.741;1.0;"2023-07-12 19:45:35";1;4
314;21.189;63.775;78.93;1.0;"2023-07-12 19:45:35";1;5
315;21.288;65.754;81.159;1.0;"2023-07-12 19:45:35";1;6
316;20.907;58.137;80.816;1.0;"2023-07-12 19:45:40";1;1
317;20.384;47.687;79.654;1.0;"2023-07-12 19:45:40";1;2
318;20.224;44.488;79.798;1.0;"2023-07-12 19:45:40";1;3
319;20.062;41.248;80.056;1.0;"2023-07-12 19:45:40";1;4
320;20.331;46.613;79.702;1.0;"2023-07-12 19:45:40";1;5
321;20.991;59.815;80.892;1.0;"2023-07-12 19:45:40";1;6
322;20.181;43.612;80.163;1.0;"2023-07-12 19:45:45";1;1
323;21.536;70.722;78.618;1.0;"2023-07-12 19:45:45";1;2
324;20.641;52.829;79.423;1.0;"2023-07-12 19:45:45";1;3
325;20.421;48.413;80.379;1.0;"2023-07-12 19:45:45";1;4
326;20.087;41.744;80.078;1.0;"2023-07-12 19:45:45";1;5
327;21.631;72.625;81.468;1.0;"2023-07-12 19:45:45";1;6
328;20.672;53.43;79.396;1.0;"2023-07-12 19:45:50";1;1
329;20.73;54.59;79.343;1.0;"2023-07-12 19:45:50";1;2
330;21.703;74.066;81.533;1.0;"2023-07-12 19:45:50";1;3
331;21.137;62.736;78.977;1.0;"2023-07-12 19:45:50";1;4
332;21.815;76.299;78.367;1.0;"2023-07-12 19:45:50";1;5
333;20.886;57.711;80.797;1.0;"2023-07-12 19:45:50";1;6
334;21.45;68.996;78.695;1.0;"2023-07-12 19:45:55";1;1
335;20.555;51.103;80.5;1.0;"2023-07-12 19:45:55";1;2
336;21.824;76.472;78.359;1.0;"2023-07-12 19:45:55";1;3
337;21.244;64.875;81.119;1.0;"2023-07-12 19:45:55";1;4
338;20.819;56.377;80.737;1.0;"2023-07-12 19:45:55";1;5
339;20.885;57.709;80.797;1.0;"2023-07-12 19:45:55";1;6
340;20.456;49.129;80.411;1.0;"2023-07-12 19:46:00";1;1
341;21.872;77.434;78.315;1.0;"2023-07-12 19:46:00";1;2
342;20.147;42.935;80.132;1.0;"2023-07-12 19:46:00";1;3
343;20.237;44.741;79.787;1.0;"2023-07-12 19:46:00";1;4
344;20.437;48.747;80.394;1.0;"2023-07-12 19:46:00";1;5
345;21.916;78.314;78.276;1.0;"2023-07-12 19:46:00";1;6
346;20.291;45.825;79.738;1.0;"2023-07-12 19:46:05";1;1
347;21.497;69.938;78.653;1.0;"2023-07-12 19:46:05";1;2
348;20.096;41.925;80.087;1.0;"2023-07-12 19:46:05";1;3
349;20.327;46.541;79.706;1.0;"2023-07-12 19:46:05";1;4
350;20.491;49.823;80.442;1.0;"2023-07-12 19:46:05";1;5
351;21.878;77.553;78.31;1.0;"2023-07-12 19:46:05";1;6
352;20.012;40.249;80.011;1.0;"2023-07-12 19:46:10";1;1
353;20.367;47.349;79.669;1.0;"2023-07-12 19:46:10";1;2
354;21.916;78.313;78.276;1.0;"2023-07-12 19:46:10";1;3
355;21.007;60.148;79.093;1.0;"2023-07-12 19:46:10";1;4
356;21.801;76.024;78.379;1.0;"2023-07-12 19:46:10";1;5
357;21.485;69.7;78.663;1.0;"2023-07-12 19:46:10";1;6
358;21.068;61.356;79.039;1.0;"2023-07-12 19:46:15";1;1
359;21.809;76.181;78.372;1.0;"2023-07-12 19:46:15";1;2
360;21.003;60.064;79.097;1.0;"2023-07-12 19:46:15";1;3
361;21.269;65.381;81.142;1.0;"2023-07-12 19:46:15";1;4
362;20.444;48.873;80.399;1.0;"2023-07-12 19:46:15";1;5
363;21.274;65.472;81.146;1.0;"2023-07-12 19:46:15";1;6
364;21.981;79.613;78.217;1.0;"2023-07-12 19:46:20";1;1
365;21.136;62.725;78.977;1.0;"2023-07-12 19:46:20";1;2
366;21.295;65.891;81.165;1.0;"2023-07-12 19:46:20";1;3
367;21.474;69.47;78.674;1.0;"2023-07-12 19:46:20";1;4
368;20.31;46.192;79.721;1.0;"2023-07-12 19:46:20";1;5
369;20.144;42.878;80.129;1.0;"2023-07-12 19:46:20";1;6
370;21.12;62.408;78.992;1.0;"2023-07-12 19:46:25";1;1
371;20.369;47.389;79.667;1.0;"2023-07-12 19:46:25";1;2
372;20.549;50.977;80.494;1.0;"2023-07-12 19:46:25";1;3
373;20.731;54.619;79.342;1.0;"2023-07-12 19:46:25";1;4
374;20.464;49.273;80.417;1.0;"2023-07-12 19:46:25";1;5
375;20.051;41.014;80.046;1.0;"2023-07-12 19:46:25";1;6
376;21.827;76.535;78.356;1.0;"2023-07-12 19:46:30";1;1
377;20.478;49.558;80.43;1.0;"2023-07-12 19:46:30";1;2
378;21.362;67.235;81.226;1.0;"2023-07-12 19:46:30";1;3
379;20.443;48.855;80.398;1.0;"2023-07-12 19:46:30";1;4
380;21.757;75.146;81.582;1.0;"2023-07-12 19:46:30";1;5
381;21.479;69.572;78.669;1.0;"2023-07-12 19:46:30";1;6
382;20.03;40.6;80.027;1.0;"2023-07-12 19:46:35";1;1
383;21.171;63.422;78.946;1.0;"2023-07-12 19:46:35";1;2
384;21.397;67.942;81.257;1.0;"2023-07-12 19:46:35";1;3
385;21.607;72.135;81.446;1.0;"2023-07-12 19:46:35";1;4
386;21.729;74.578;81.556;1.0;"2023-07-12 19:46:35";1;5
387;21.462;69.23;78.685;1.0;"2023-07-12 19:46:35";1;6
