"id";"temperature";"humidity";"active";"created_at";"smoke";"weight";"rack_id"
81;21.427;68.546;1;"2023-07-12 13:31:08.000000";1.0;78.715;6
82;21.705;74.099;1;"2023-07-12 13:31:13.000000";1.0;81.534;1
83;21.549;70.973;1;"2023-07-12 13:31:13.000000";1.0;78.606;2
84;21.175;63.502;1;"2023-07-12 13:31:13.000000";1.0;78.942;3
85;21.67;73.399;1;"2023-07-12 13:31:13.000000";1.0;81.503;4
86;20.174;43.482;1;"2023-07-12 13:31:13.000000";1.0;80.157;5
87;21.651;73.015;1;"2023-07-12 13:31:13.000000";1.0;81.486;6
88;20.85;56.999;1;"2023-07-12 13:31:18.000000";1.0;80.765;1
89;21.862;77.239;1;"2023-07-12 13:31:18.000000";1.0;78.324;2
90;21.712;74.247;1;"2023-07-12 13:31:18.000000";1.0;81.541;3
91;21.739;74.786;1;"2023-07-12 13:31:18.000000";1.0;81.565;4
92;21.198;63.965;1;"2023-07-12 13:31:18.000000";1.0;78.922;5
93;21.975;79.493;1;"2023-07-12 13:31:18.000000";1.0;78.223;6
94;21.42;68.403;1;"2023-07-12 13:31:23.000000";1.0;78.722;1
95;21.18;63.593;1;"2023-07-12 13:31:23.000000";1.0;78.938;2
96;21.824;76.479;1;"2023-07-12 13:31:23.000000";1.0;78.358;3
97;21.222;64.444;1;"2023-07-12 13:31:23.000000";1.0;81.1;4
98;20.016;40.317;1;"2023-07-12 13:31:23.000000";1.0;80.014;5
99;20.851;57.027;1;"2023-07-12 13:31:23.000000";1.0;80.766;6
100;21.436;68.729;1;"2023-07-12 13:31:28.000000";1.0;78.707;1
101;20.333;46.651;1;"2023-07-12 13:31:28.000000";1.0;79.701;2
102;21.222;64.434;1;"2023-07-12 13:31:28.000000";1.0;81.1;3
103;21.544;70.881;1;"2023-07-12 13:31:28.000000";1.0;78.61;4
104;20.94;58.8;1;"2023-07-12 13:31:28.000000";1.0;80.846;5
105;20.811;56.224;1;"2023-07-12 13:31:28.000000";1.0;80.73;6
106;20.053;41.052;1;"2023-07-12 13:37:55.000000";1.0;80.047;1
107;20.908;58.157;1;"2023-07-12 13:37:55.000000";1.0;80.817;2
108;21.179;63.571;1;"2023-07-12 13:37:55.000000";1.0;78.939;3
109;20.616;52.324;1;"2023-07-12 13:37:55.000000";1.0;79.445;4
110;20.046;40.917;1;"2023-07-12 13:37:55.000000";1.0;80.041;5
111;21.732;74.642;1;"2023-07-12 13:37:55.000000";1.0;81.559;6
112;20.162;43.239;1;"2023-07-12 13:38:00.000000";1.0;80.146;1
113;20.453;49.052;1;"2023-07-12 13:38:00.000000";1.0;80.407;2
114;20.073;41.469;1;"2023-07-12 13:38:00.000000";1.0;80.066;3
115;21.877;77.541;1;"2023-07-12 13:38:00.000000";1.0;78.311;4
116;21.467;69.349;1;"2023-07-12 13:38:00.000000";1.0;78.679;5
117;21.463;69.258;1;"2023-07-12 13:38:00.000000";1.0;78.683;6
118;21.696;73.925;1;"2023-07-12 13:38:05.000000";1.0;81.527;1
119;20.785;55.69;1;"2023-07-12 13:38:05.000000";1.0;79.294;2
120;20.377;47.538;1;"2023-07-12 13:38:05.000000";1.0;79.661;3
121;21.604;72.078;1;"2023-07-12 13:38:05.000000";1.0;81.443;4
122;21.528;70.564;1;"2023-07-12 13:38:05.000000";1.0;78.625;5
123;20.823;56.46;1;"2023-07-12 13:38:05.000000";1.0;80.741;6
124;21.122;62.445;1;"2023-07-12 13:38:10.000000";1.0;78.99;1
125;20.808;56.158;1;"2023-07-12 13:38:10.000000";1.0;80.727;2
126;21.996;79.912;1;"2023-07-12 13:38:10.000000";1.0;78.204;3
127;21.08;61.596;1;"2023-07-12 13:38:10.000000";1.0;79.028;4
128;20.448;48.969;1;"2023-07-12 13:38:10.000000";1.0;80.404;5
129;20.84;56.809;1;"2023-07-12 13:38:10.000000";1.0;80.756;6
130;21.414;68.273;1;"2023-07-12 13:42:22.000000";1.0;78.728;1
131;21.3;66.01;1;"2023-07-12 13:42:22.000000";1.0;81.17;2
132;20.463;49.254;1;"2023-07-12 13:42:22.000000";1.0;80.416;3
133;20.436;48.724;1;"2023-07-12 13:42:22.000000";1.0;80.393;4
134;21.988;79.755;1;"2023-07-12 13:42:22.000000";1.0;78.211;5
135;20.891;57.829;1;"2023-07-12 13:42:22.000000";1.0;80.802;6
136;20.568;51.365;1;"2023-07-12 13:42:27.000000";1.0;80.511;1
137;21.711;74.225;1;"2023-07-12 13:42:27.000000";1.0;81.54;2
138;21.812;76.249;1;"2023-07-12 13:42:27.000000";1.0;78.369;3
139;20.39;47.81;1;"2023-07-12 13:42:27.000000";1.0;79.649;4
140;20.621;52.413;1;"2023-07-12 13:42:27.000000";1.0;79.441;5
141;20.165;43.308;1;"2023-07-12 13:42:27.000000";1.0;80.149;6
142;20.982;59.64;1;"2023-07-12 13:42:32.000000";1.0;80.884;1
143;20.279;45.581;1;"2023-07-12 13:42:32.000000";1.0;79.749;2
144;20.041;40.81;1;"2023-07-12 13:42:32.000000";1.0;80.036;3
145;20.021;40.41;1;"2023-07-12 13:42:32.000000";1.0;80.018;4
146;20.281;45.619;1;"2023-07-12 13:42:32.000000";1.0;79.747;5
147;20.806;56.13;1;"2023-07-12 13:42:32.000000";1.0;80.726;6
148;20.499;49.984;1;"2023-07-12 19:39:48.000000";1.0;80.449;1
149;21.14;62.805;1;"2023-07-12 19:39:48.000000";1.0;78.974;2
150;21.638;72.752;1;"2023-07-12 19:39:48.000000";1.0;81.474;3
151;21.566;71.323;1;"2023-07-12 19:39:48.000000";1.0;78.59;4
152;20.547;50.946;1;"2023-07-12 19:39:48.000000";1.0;80.493;5
153;20.328;46.566;1;"2023-07-12 19:39:48.000000";1.0;79.705;6
154;21.897;77.949;1;"2023-07-12 19:39:53.000000";1.0;78.292;1
155;21.687;73.746;1;"2023-07-12 19:39:53.000000";1.0;81.519;2
156;21.422;68.442;1;"2023-07-12 19:39:53.000000";1.0;78.72;3
157;21.854;77.078;1;"2023-07-12 19:39:53.000000";1.0;78.332;4
158;20.245;44.898;1;"2023-07-12 19:39:53.000000";1.0;79.78;5
159;20.215;44.306;1;"2023-07-12 19:39:53.000000";1.0;79.806;6
160;20.779;55.58;1;"2023-07-12 19:39:58.000000";1.0;79.299;1
161;21.188;63.763;1;"2023-07-12 19:39:58.000000";1.0;78.931;2
162;21.634;72.684;1;"2023-07-12 19:39:58.000000";1.0;81.471;3
163;21.369;67.382;1;"2023-07-12 19:39:58.000000";1.0;81.232;4
164;21.568;71.367;1;"2023-07-12 19:39:58.000000";1.0;78.588;5
165;20.107;42.148;1;"2023-07-12 19:39:58.000000";1.0;80.097;6
166;21.819;76.378;1;"2023-07-12 19:40:03.000000";1.0;78.363;1
167;21.702;74.039;1;"2023-07-12 19:40:03.000000";1.0;81.532;2
168;20.306;46.125;1;"2023-07-12 19:40:03.000000";1.0;79.724;3
169;21.531;70.63;1;"2023-07-12 19:40:03.000000";1.0;78.622;4
170;20.011;40.225;1;"2023-07-12 19:40:03.000000";1.0;80.01;5
171;21.055;61.09;1;"2023-07-12 19:40:03.000000";1.0;79.051;6
172;21.434;68.674;1;"2023-07-12 19:40:08.000000";1.0;78.71;1
173;20.178;43.562;1;"2023-07-12 19:40:08.000000";1.0;80.16;2
174;21.129;62.586;1;"2023-07-12 19:40:08.000000";1.0;78.984;3
175;21.76;75.198;1;"2023-07-12 19:40:08.000000";1.0;81.584;4
176;21.753;75.059;1;"2023-07-12 19:40:08.000000";1.0;81.578;5
177;21.19;63.791;1;"2023-07-12 19:40:08.000000";1.0;78.929;6
178;21.904;78.082;1;"2023-07-12 19:40:13.000000";1.0;78.286;1
179;21.506;70.12;1;"2023-07-12 19:40:13.000000";1.0;78.645;2
180;20.369;47.389;1;"2023-07-12 19:40:13.000000";1.0;79.667;3
181;20.926;58.512;1;"2023-07-12 19:40:13.000000";1.0;80.833;4
182;21.645;72.903;1;"2023-07-12 19:40:13.000000";1.0;81.481;5
183;20.136;42.713;1;"2023-07-12 19:40:13.000000";1.0;80.122;6
184;20.837;56.748;1;"2023-07-12 19:40:18.000000";1.0;80.754;1
185;21.193;63.868;1;"2023-07-12 19:40:18.000000";1.0;78.926;2
186;20.467;49.345;1;"2023-07-12 19:40:18.000000";1.0;80.421;3
187;20.292;45.843;1;"2023-07-12 19:40:18.000000";1.0;79.737;4
188;20.401;48.015;1;"2023-07-12 19:40:18.000000";1.0;80.361;5
189;20.897;57.933;1;"2023-07-12 19:40:18.000000";1.0;80.807;6
190;21.296;65.924;1;"2023-07-12 19:40:23.000000";1.0;81.167;1
191;21.573;71.463;1;"2023-07-12 19:40:23.000000";1.0;78.584;2
192;20.29;45.798;1;"2023-07-12 19:40:23.000000";1.0;79.739;3
193;20.67;53.394;1;"2023-07-12 19:40:23.000000";1.0;79.397;4
194;20.75;55.005;1;"2023-07-12 19:40:23.000000";1.0;79.325;5
195;20.423;48.458;1;"2023-07-12 19:40:23.000000";1.0;80.381;6
196;20.892;57.837;1;"2023-07-12 19:42:17.000000";1.0;80.803;1
197;21.246;64.921;1;"2023-07-12 19:42:17.000000";1.0;81.121;2
198;20.329;46.577;1;"2023-07-12 19:42:17.000000";1.0;79.704;3
199;21.708;74.163;1;"2023-07-12 19:42:17.000000";1.0;81.537;4
200;20.615;52.298;1;"2023-07-12 19:42:17.000000";1.0;79.447;5
201;21.943;78.861;1;"2023-07-12 19:42:17.000000";1.0;78.251;6
202;20.894;57.884;1;"2023-07-12 19:42:22.000000";1.0;80.805;1
203;21.272;65.448;1;"2023-07-12 19:42:22.000000";1.0;81.145;2
204;20.338;46.751;1;"2023-07-12 19:42:22.000000";1.0;79.696;3
205;20.538;50.766;1;"2023-07-12 19:42:22.000000";1.0;80.484;4
206;20.353;47.066;1;"2023-07-12 19:42:22.000000";1.0;79.682;5
207;20.609;52.185;1;"2023-07-12 19:42:22.000000";1.0;79.452;6
208;21.043;60.861;1;"2023-07-12 19:42:27.000000";1.0;79.061;1
209;20.82;56.409;1;"2023-07-12 19:42:27.000000";1.0;80.738;2
210;21.815;76.292;1;"2023-07-12 19:42:27.000000";1.0;78.367;3
211;21.2;64.009;1;"2023-07-12 19:42:27.000000";1.0;81.08;4
212;20.66;53.191;1;"2023-07-12 19:42:27.000000";1.0;79.406;5
213;21.026;60.523;1;"2023-07-12 19:42:27.000000";1.0;79.076;6
214;20.937;58.746;1;"2023-07-12 19:42:32.000000";1.0;80.844;1
215;20.709;54.189;1;"2023-07-12 19:42:32.000000";1.0;79.362;2
216;20.456;49.118;1;"2023-07-12 19:42:32.000000";1.0;80.41;3
217;21.703;74.064;1;"2023-07-12 19:42:32.000000";1.0;81.533;4
218;21.251;65.014;1;"2023-07-12 19:42:32.000000";1.0;81.126;5
219;21.387;67.737;1;"2023-07-12 19:42:32.000000";1.0;81.248;6
220;21.68;73.593;1;"2023-07-12 19:42:37.000000";1.0;81.512;1
221;20.84;56.8;1;"2023-07-12 19:42:37.000000";1.0;80.756;2
222;20.599;51.983;1;"2023-07-12 19:42:37.000000";1.0;80.539;3
223;20.007;40.135;1;"2023-07-12 19:42:38.000000";1.0;80.006;4
224;21.339;66.779;1;"2023-07-12 19:42:38.000000";1.0;81.205;5
225;21.421;68.422;1;"2023-07-12 19:42:38.000000";1.0;78.721;6
226;21.258;65.151;1;"2023-07-12 19:43:22.000000";1.0;81.132;1
227;21.642;72.84;1;"2023-07-12 19:43:22.000000";1.0;81.478;2
228;21.676;73.523;1;"2023-07-12 19:43:22.000000";1.0;81.509;3
229;20.698;53.962;1;"2023-07-12 19:43:22.000000";1.0;79.372;4
230;21.234;64.688;1;"2023-07-12 19:43:22.000000";1.0;81.111;5
231;21.16;63.209;1;"2023-07-12 19:43:22.000000";1.0;78.956;6
232;20.94;58.806;1;"2023-07-12 19:43:27.000000";1.0;80.846;1
233;21.387;67.731;1;"2023-07-12 19:43:27.000000";1.0;81.248;2
234;20.705;54.101;1;"2023-07-12 19:43:27.000000";1.0;79.365;3
235;21.459;69.182;1;"2023-07-12 19:43:27.000000";1.0;78.687;4
236;20.396;47.915;1;"2023-07-12 19:43:27.000000";1.0;79.644;5
237;21.312;66.249;1;"2023-07-12 19:43:27.000000";1.0;81.181;6
238;20.915;58.29;1;"2023-07-12 19:43:32.000000";1.0;80.823;1
239;20.313;46.252;1;"2023-07-12 19:43:32.000000";1.0;79.719;2
240;21.718;74.354;1;"2023-07-12 19:43:32.000000";1.0;81.546;3
241;20.306;46.127;1;"2023-07-12 19:43:32.000000";1.0;79.724;4
242;21.863;77.27;1;"2023-07-12 19:43:32.000000";1.0;78.323;5
243;20.528;50.566;1;"2023-07-12 19:43:32.000000";1.0;80.475;6
244;20.476;49.514;1;"2023-07-12 19:43:37.000000";1.0;80.428;1
245;21.302;66.037;1;"2023-07-12 19:43:37.000000";1.0;81.172;2
246;20.191;43.812;1;"2023-07-12 19:43:37.000000";1.0;80.172;3
247;20.331;46.617;1;"2023-07-12 19:43:37.000000";1.0;79.702;4
248;21.1;61.991;1;"2023-07-12 19:43:37.000000";1.0;79.01;5
249;20.435;48.71;1;"2023-07-12 19:43:37.000000";1.0;80.392;6
250;20.418;48.365;1;"2023-07-12 19:44:16.000000";1.0;80.376;1
251;20.745;54.896;1;"2023-07-12 19:44:16.000000";1.0;79.33;2
252;21.683;73.661;1;"2023-07-12 19:44:16.000000";1.0;81.515;3
253;20.532;50.641;1;"2023-07-12 19:44:16.000000";1.0;80.479;4
254;20.964;59.273;1;"2023-07-12 19:44:16.000000";1.0;80.867;5
255;21.485;69.708;1;"2023-07-12 19:44:16.000000";1.0;78.663;6
256;21.966;79.311;1;"2023-07-12 19:44:21.000000";1.0;78.231;1
257;20.259;45.19;1;"2023-07-12 19:44:21.000000";1.0;79.766;2
258;20.655;53.106;1;"2023-07-12 19:44:21.000000";1.0;79.41;3
259;20.016;40.329;1;"2023-07-12 19:44:21.000000";1.0;80.015;4
260;21.512;70.249;1;"2023-07-12 19:44:21.000000";1.0;78.639;5
261;20.152;43.035;1;"2023-07-12 19:44:21.000000";1.0;80.137;6
262;21.889;77.79;1;"2023-07-12 19:44:26.000000";1.0;78.299;1
263;20.67;53.396;1;"2023-07-12 19:44:26.000000";1.0;79.397;2
264;21.591;71.823;1;"2023-07-12 19:44:26.000000";1.0;78.568;3
265;21.922;78.445;1;"2023-07-12 19:44:26.000000";1.0;78.27;4
266;20.917;58.339;1;"2023-07-12 19:44:26.000000";1.0;80.825;5
267;21.105;62.103;1;"2023-07-12 19:44:26.000000";1.0;79.005;6
268;20.285;45.696;1;"2023-07-12 19:44:31.000000";1.0;79.744;1
269;20.912;58.241;1;"2023-07-12 19:44:31.000000";1.0;80.821;2
270;20.843;56.864;1;"2023-07-12 19:44:31.000000";1.0;80.759;3
271;20.525;50.51;1;"2023-07-12 19:44:31.000000";1.0;80.473;4
272;20.2;43.993;1;"2023-07-12 19:44:31.000000";1.0;80.18;5
273;20.175;43.508;1;"2023-07-12 19:44:31.000000";1.0;80.158;6
274;20.205;44.094;1;"2023-07-12 19:44:36.000000";1.0;79.816;1
275;20.713;54.261;1;"2023-07-12 19:44:36.000000";1.0;79.358;2
276;21.866;77.328;1;"2023-07-12 19:44:36.000000";1.0;78.32;3
277;21.476;69.524;1;"2023-07-12 19:44:36.000000";1.0;78.671;4
278;20.975;59.498;1;"2023-07-12 19:44:36.000000";1.0;80.877;5
279;20.654;53.072;1;"2023-07-12 19:44:36.000000";1.0;79.412;6
280;21.989;79.779;1;"2023-07-12 19:44:41.000000";1.0;78.21;1
281;21.117;62.347;1;"2023-07-12 19:44:41.000000";1.0;78.994;2
282;21.623;72.453;1;"2023-07-12 19:44:41.000000";1.0;81.46;3
283;20.067;41.339;1;"2023-07-12 19:44:41.000000";1.0;80.06;4
284;20.779;55.586;1;"2023-07-12 19:44:41.000000";1.0;79.299;5
285;21.222;64.436;1;"2023-07-12 19:44:41.000000";1.0;81.1;6
286;20.206;44.112;1;"2023-07-12 19:45:15.000000";1.0;79.815;1
287;20.957;59.144;1;"2023-07-12 19:45:15.000000";1.0;80.861;2
288;21.205;64.091;1;"2023-07-12 19:45:15.000000";1.0;81.084;3
289;21.426;68.527;1;"2023-07-12 19:45:15.000000";1.0;78.716;4
290;20.787;55.744;1;"2023-07-12 19:45:15.000000";1.0;79.292;5
291;20.511;50.225;1;"2023-07-12 19:45:15.000000";1.0;80.46;6
292;20.66;53.202;1;"2023-07-12 19:45:20.000000";1.0;79.406;1
293;21.855;77.103;1;"2023-07-12 19:45:20.000000";1.0;78.33;2
294;20.734;54.678;1;"2023-07-12 19:45:20.000000";1.0;79.34;3
295;20.754;55.077;1;"2023-07-12 19:45:20.000000";1.0;79.322;4
296;20.918;58.369;1;"2023-07-12 19:45:20.000000";1.0;80.827;5
297;21.079;61.578;1;"2023-07-12 19:45:20.000000";1.0;79.029;6
298;20.588;51.759;1;"2023-07-12 19:45:25.000000";1.0;80.529;1
299;21.951;79.021;1;"2023-07-12 19:45:25.000000";1.0;78.244;2
300;21.553;71.061;1;"2023-07-12 19:45:25.000000";1.0;78.602;3
301;21.374;67.478;1;"2023-07-12 19:45:25.000000";1.0;81.237;4
302;20.44;48.81;1;"2023-07-12 19:45:25.000000";1.0;80.396;5
303;21.659;73.186;1;"2023-07-12 19:45:25.000000";1.0;81.493;6
304;21.649;72.971;1;"2023-07-12 19:45:30.000000";1.0;81.484;1
305;21.905;78.102;1;"2023-07-12 19:45:30.000000";1.0;78.285;2
306;21.905;78.108;1;"2023-07-12 19:45:30.000000";1.0;78.285;3
307;21.221;64.423;1;"2023-07-12 19:45:30.000000";1.0;81.099;4
308;21.731;74.61;1;"2023-07-12 19:45:30.000000";1.0;81.557;5
309;20.148;42.966;1;"2023-07-12 19:45:30.000000";1.0;80.133;6
310;20.803;56.067;1;"2023-07-12 19:45:35.000000";1.0;80.723;1
311;21.807;76.138;1;"2023-07-12 19:45:35.000000";1.0;78.374;2
312;20.931;58.621;1;"2023-07-12 19:45:35.000000";1.0;80.838;3
313;20.823;56.469;1;"2023-07-12 19:45:35.000000";1.0;80.741;4
314;21.189;63.775;1;"2023-07-12 19:45:35.000000";1.0;78.93;5
315;21.288;65.754;1;"2023-07-12 19:45:35.000000";1.0;81.159;6
316;20.907;58.137;1;"2023-07-12 19:45:40.000000";1.0;80.816;1
317;20.384;47.687;1;"2023-07-12 19:45:40.000000";1.0;79.654;2
318;20.224;44.488;1;"2023-07-12 19:45:40.000000";1.0;79.798;3
319;20.062;41.248;1;"2023-07-12 19:45:40.000000";1.0;80.056;4
320;20.331;46.613;1;"2023-07-12 19:45:40.000000";1.0;79.702;5
321;20.991;59.815;1;"2023-07-12 19:45:40.000000";1.0;80.892;6
322;20.181;43.612;1;"2023-07-12 19:45:45.000000";1.0;80.163;1
323;21.536;70.722;1;"2023-07-12 19:45:45.000000";1.0;78.618;2
324;20.641;52.829;1;"2023-07-12 19:45:45.000000";1.0;79.423;3
325;20.421;48.413;1;"2023-07-12 19:45:45.000000";1.0;80.379;4
326;20.087;41.744;1;"2023-07-12 19:45:45.000000";1.0;80.078;5
327;21.631;72.625;1;"2023-07-12 19:45:45.000000";1.0;81.468;6
328;20.672;53.43;1;"2023-07-12 19:45:50.000000";1.0;79.396;1
329;20.73;54.59;1;"2023-07-12 19:45:50.000000";1.0;79.343;2
330;21.703;74.066;1;"2023-07-12 19:45:50.000000";1.0;81.533;3
331;21.137;62.736;1;"2023-07-12 19:45:50.000000";1.0;78.977;4
332;21.815;76.299;1;"2023-07-12 19:45:50.000000";1.0;78.367;5
333;20.886;57.711;1;"2023-07-12 19:45:50.000000";1.0;80.797;6
334;21.45;68.996;1;"2023-07-12 19:45:55.000000";1.0;78.695;1
335;20.555;51.103;1;"2023-07-12 19:45:55.000000";1.0;80.5;2
336;21.824;76.472;1;"2023-07-12 19:45:55.000000";1.0;78.359;3
337;21.244;64.875;1;"2023-07-12 19:45:55.000000";1.0;81.119;4
338;20.819;56.377;1;"2023-07-12 19:45:55.000000";1.0;80.737;5
339;20.885;57.709;1;"2023-07-12 19:45:55.000000";1.0;80.797;6
340;20.456;49.129;1;"2023-07-12 19:46:00.000000";1.0;80.411;1
341;21.872;77.434;1;"2023-07-12 19:46:00.000000";1.0;78.315;2
342;20.147;42.935;1;"2023-07-12 19:46:00.000000";1.0;80.132;3
343;20.237;44.741;1;"2023-07-12 19:46:00.000000";1.0;79.787;4
344;20.437;48.747;1;"2023-07-12 19:46:00.000000";1.0;80.394;5
345;21.916;78.314;1;"2023-07-12 19:46:00.000000";1.0;78.276;6
346;20.291;45.825;1;"2023-07-12 19:46:05.000000";1.0;79.738;1
347;21.497;69.938;1;"2023-07-12 19:46:05.000000";1.0;78.653;2
348;20.096;41.925;1;"2023-07-12 19:46:05.000000";1.0;80.087;3
349;20.327;46.541;1;"2023-07-12 19:46:05.000000";1.0;79.706;4
350;20.491;49.823;1;"2023-07-12 19:46:05.000000";1.0;80.442;5
351;21.878;77.553;1;"2023-07-12 19:46:05.000000";1.0;78.31;6
352;20.012;40.249;1;"2023-07-12 19:46:10.000000";1.0;80.011;1
353;20.367;47.349;1;"2023-07-12 19:46:10.000000";1.0;79.669;2
354;21.916;78.313;1;"2023-07-12 19:46:10.000000";1.0;78.276;3
355;21.007;60.148;1;"2023-07-12 19:46:10.000000";1.0;79.093;4
356;21.801;76.024;1;"2023-07-12 19:46:10.000000";1.0;78.379;5
357;21.485;69.7;1;"2023-07-12 19:46:10.000000";1.0;78.663;6
358;21.068;61.356;1;"2023-07-12 19:46:15.000000";1.0;79.039;1
